game_id,team,margin,players
0022300836,BOS,18.0,201143;201950;204001;1627759;1628369;1628401;1628436;1629004;1629052;1630202;1630214;1630531;1630573;1641775
0022300816,BOS,14.0,201143;201950;204001;1627759;1628369;1628401;1628436;1629004;1629052;1630202;1630214;1630531;1630573
0022300797,BOS,17.0,201143;201950;204001;1627759;1628369;1628401;1628436;1629004;1629052;1630202;1630214;1630531;1630573
0022300780,BOS,50.0,201950;204001;1628369;1628401;1628436;1629004;1629052;1629674;1630202;1630573;1641775
0022300771,BOS,8.0,201143;201950;1627759;1628369;1628401;1628436;1629004;1629052;1629674;1630202;1630573;1641775
0022300759,BOS,4.0,201143;201950;204001;1627759;1628369;1628401;1628436;1629004;1629052;1630202;1630573;1641775
0022300743,BOS,4.0,201143;201950;204001;1627759;1628369;1628401;1628436;1629004;1629052;1630202;1630573;1631120;1641775;1641809
0022300729,BOS,8.0,201143;204001;1627759;1628369;1628401;1628436;1629004;1629052;1629674;1630202;1630573;1630625;1641775
0022300706,BOS,40.0,201143;201950;204001;1628369;1628401;1628436;1629004;1629052;1629674;1630202;1630205;1630573;1630625;1641775
0022300684,BOS,-9.0,201143;201950;204001;1627759;1628369;1628401;1629004;1629052;1629674;1630202;1630205;1630573;1630625
0022300670,BOS,5.0,201950;204001;1627759;1628369;1628401;1629004;1629052;1629674;1630202;1630205;1630573;1630625
0022300659,BOS,6.0,201143;201950;1627759;1628369;1628401;1629004;1629052;1629674;1630202;1630205;1630573;1630625
0022300646,BOS,-19.0,201143;201950;1627759;1628369;1628401;1628436;1629004;1629052;1629674;1630202;1630205;1630573;1630625
0022300630,BOS,33.0,201143;201950;204001;1627759;1628369;1628401;1628436;1629004;1629052;1629674;1630202;1630205;1630573;1630625;1641775
0022300611,BOS,9.0,201143;201950;1627759;1628369;1628401;1628436;1629004;1629674;1630202;1630205;1630573;1630625;1641775
0022300603,BOS,9.0,204001;1627759;1628369;1628401;1628436;1629004;1629052;1629674;1630202;1630205;1630573;1630625;1641775
0022300586,BOS,-2.0,201143;201950;204001;1627759;1628369;1628401;1628436;1629004;1629052;1629674;1630202;1630205;1630573;1630625
0022300571,BOS,19.0,201143;201950;1627759;1628369;1628436;1629004;1629052;1629674;1630202;1630205;1630573;1630625;1631120;1641775
0022300563,BOS,9.0,201143;201950;204001;1628369;1628401;1628436;1629004;1629052;1629674;1630202;1630205;1630573;1630625
0022300542,BOS,32.0,201143;201950;204001;1627759;1628369;1628401;1628436;1629004;1629052;1630202;1630205;1630573
0022300528,BOS,-33.0,201950;204001;1627759;1628369;1628401;1628436;1629004;1629052;1629674;1630202;1630205;1630573;1630625
0022300517,BOS,7.0,201143;201950;1627759;1628369;1628401;1628436;1629004;1629052;1629674;1630202;1630205;1630573;1630625
0022300507,BOS,-2.0,201143;201950;204001;1627759;1628401;1628436;1629004;1629052;1629674;1630202;1630205;1630625
0022300493,BOS,17.0,201143;201950;204001;1627759;1628369;1628401;1628436;1629004;1629052;1629674;1630202;1630205;1630573;1630625
0022300479,BOS,29.0,201950;204001;1627759;1628369;1628401;1628436;1629004;1629052;1629674;1630202;1630205;1630573;1630625
0022300462,BOS,-4.0,201143;201950;204001;1627759;1628369;1628401;1628436;1629004;1629052;1629674;1630202;1630205;1630573;1630625
0022300448,BOS,33.0,201143;204001;1627759;1628369;1628401;1628436;1629004;1629052;1629674;1630202;1630205;1630573;1630625
0022300432,BOS,2.0,201950;1627759;1628369;1628401;1628436;1629004;1629052;1629674;1630202;1630205;1630573;1630625
0022300421,BOS,6.0,201143;201950;204001;1628369;1628401;1628436;1629004;1629052;1629674;1630202;1630205;1630573;1630625
0022300403,BOS,11.0,201143;201950;204001;1627759;1628369;1628401;1628436;1629052;1629674;1630202;1630573;1630625;1631120;1641775;1641809
0022300389,BOS,37.0,201143;201950;1627759;1628369;1628401;1628436;1629052;1629674;1630202;1630205;1630573;1630625;1631120;1641775;1641809
0022300373,BOS,25.0,201950;204001;1627759;1628401;1629004;1629052;1629674;1630202;1630205;1630573;1630625
0022300362,BOS,-6.0,201143;201950;1627759;1628369;1628401;1629004;1629052;1629674;1630202;1630205;1630573;1630625
0022300344,BOS,17.0,201143;201950;204001;1627759;1628369;1628401;1629004;1629052;1629674;1630202;1630205;1630573;1630625
0022300329,BOS,17.0,201950;204001;1627759;1628369;1628401;1629004;1629052;1629674;1630202;1630205;1630573
0022300319,BOS,9.0,201143;201950;204001;1627759;1628369;1628401;1628436;1629004;1629052;1630202;1630205;1630573;1630625
0022300305,BOS,7.0,201143;201950;204001;1627759;1628369;1628401;1628436;1629004;1629052;1629674;1630202;1630205;1630573;1630625
0022301227,BOS,10.0,201143;201950;204001;1627759;1628369;1628401;1628436;1629004;1629052;1629674;1630202;1630205;1630573;1630625
0022301202,BOS,-10.0,201143;201950;1627759;1628369;1628401;1628436;1629004;1629052;1629674;1630202;1630205;1630573;1630625
0022300275,BOS,6.0,201143;201950;1627759;1628369;1628401;1628436;1629004;1629052;1629674;1630202;1630205;1630573;1630625
0022300053,BOS,27.0,201143;201950;1627759;1628369;1628401;1628436;1629004;1629052;1629674;1630202;1630205;1630573;1630625
0022300246,BOS,10.0,201143;1627759;1628369;1628401;1628436;1629004;1629052;1629674;1630202;1630205;1630573;1630625;1641775
0022300043,BOS,-17.0,201143;204001;1627759;1628369;1628401;1628436;1629004;1629052;1630202;1630205;1630573;1630625
0022300228,BOS,3.0,201143;201950;204001;1627759;1628369;1628401;1628436;1629004;1629052;1630202;1630205;1630573;1630625
0022300217,BOS,-3.0,201950;204001;1627759;1628369;1628436;1629004;1629052;1629674;1630202;1630205;1630573;1630625;1631120;1641775
0022300213,BOS,2.0,201143;201950;204001;1627759;1628369;1628401;1628436;1629004;1629052;1629674;1630202;1630205;1630573;1630625
0022300031,BOS,3.0,201143;201950;204001;1627759;1628369;1628401;1628436;1629004;1629052;1629674;1630202;1630205;1630573;1630625
0022300194,BOS,10.0,201143;201950;1628369;1628401;1628436;1629004;1629052;1629674;1630202;1630205;1630573;1630625
0022300188,BOS,16.0,201143;201950;204001;1627759;1628369;1628401;1628436;1629004;1629052;1630202;1630205;1630573;1630625
0022300174,BOS,23.0,201143;201950;204001;1627759;1628369;1628401;1628436;1629004;1629052;1630202;1630205;1630573;1630625
0022300010,BOS,14.0,201950;204001;1627759;1628369;1628401;1628436;1629004;1629052;1630202;1630205;1630573;1630625
0022300159,BOS,-3.0,201143;201950;204001;1627759;1628369;1628401;1628436;1629004;1629052;1630202;1630205;1630573;1630625
0022300154,BOS,-5.0,201143;201950;204001;1627759;1628369;1628436;1629004;1629052;1630202;1630205;1630573;1630625
0022300136,BOS,10.0,201143;201950;204001;1627759;1628369;1628436;1629004;1629052;1630202;1630205;1630573;1630625
0022300118,BOS,51.0,201143;201950;204001;1627759;1628369;1628401;1628436;1629004;1629052;1630202;1630205;1630573;1630625
0022300103,BOS,19.0,201143;201950;204001;1627759;1628369;1628401;1628436;1629004;1629052;1630202;1630205;1630573;1630625;1641775
0022300080,BOS,8.0,201143;201950;204001;1627759;1628369;1628401;1628436;1629004;1629052;1630202;1630205;1630573;1630625;1631120;1641775
0022300065,BOS,4.0,201143;201950;204001;1627759;1628369;1628401;1628436;1629004;1629052;1629674;1630202;1630205;1630573;1630625;1641775
