game_id,team,margin,players
0022100927,BOS,9.0,201143;203935;1627759;1628369;1628401;1628436;1628464;1629057;1629103;1629684;1630174;1630202;1630238;1630573
0022100914,BOS,-21.0,201143;203935;1627759;1628369;1628401;1628436;1628464;1629057;1629103;1629684;1630174;1630202;1630238;1630573
0022100905,BOS,9.0,201143;203935;1627759;1628369;1628401;1628436;1628464;1629057;1629103;1629684;1630174;1630202;1630238;1630271;1630573
0022100890,BOS,23.0,201143;203935;1627759;1628369;1628401;1628436;1628464;1629057;1629103;1629684;1630174;1630202;1630238;1630271;1630573
0022100875,BOS,-1.0,201143;1627759;1628369;1628401;1628436;1628464;1629684;1630174;1630202;1630271;1630573
0022100869,BOS,48.0,201143;203935;1627759;1628369;1628401;1628436;1628464;1629684;1630174;1630202;1630271;1630573
0022100856,BOS,10.0,201143;203935;1627759;1628369;1628401;1628436;1629057;1629684;1630174;1630202;1630271;1630573
0022100842,BOS,6.0,201143;203935;1627759;1628369;1628401;1628436;1629057;1629684;1630174;1630202;1630271;1630573
0022100817,BOS,35.0,201143;202683;203471;203935;1626196;1627759;1628369;1628981;1629057;1629641;1629684;1630174;1630202
0022100806,BOS,33.0,201143;202683;203471;203935;1626196;1627759;1628369;1628981;1629057;1629641;1629684;1630174;1630202
0022100788,BOS,9.0,201143;202683;203471;203935;1626196;1627759;1628369;1628981;1629057;1629641;1629684;1630174;1630202
0022100775,BOS,6.0,201143;202683;203471;203935;1626196;1627759;1628369;1628981;1629057;1629641;1629684;1630174;1630202;1630573
0022100762,BOS,30.0,201143;202683;203471;203935;1626196;1627759;1628369;1628981;1629057;1629641;1629684;1630174;1630202;1630573
0022100745,BOS,10.0,201143;202683;203471;203935;1626196;1627759;1628369;1628981;1629057;1629641;1629684;1630174;1630202;1630573
0022100737,BOS,-16.0,201143;202683;203471;203935;1626196;1627759;1628369;1628981;1629057;1629641;1629684;1630174;1630202;1630573
0022100717,BOS,53.0,201143;202683;203471;203935;1626196;1627759;1628369;1629057;1629641;1629684;1630174;1630202
0022100699,BOS,29.0,201143;202683;203471;203935;1626196;1627759;1628369;1629057;1629641;1629684;1630174;1630202
0022100688,BOS,-4.0,201143;202683;203471;1626196;1627759;1628369;1628981;1629057;1629641;1629684;1630202;1630271;1630573
0022100671,BOS,-9.0,201143;202683;203471;1626196;1627759;1628369;1628981;1629641;1629684;1630202;1630271;1630573
0022100654,BOS,12.0,201143;202683;203471;1626196;1627759;1627823;1628369;1628981;1629641;1629684;1630174;1630202;1630271
0022100647,BOS,2.0,201143;202683;203471;1626196;1627759;1627823;1628369;1628981;1629057;1629641;1629684;1630174;1630202;1630271
0022100635,BOS,-12.0,201143;202683;203471;1626196;1627759;1627823;1628369;1628981;1629057;1629641;1629684;1630174;1630202;1630271
0022100618,BOS,19.0,201143;202683;203471;1626196;1627759;1627823;1628369;1628981;1629057;1629641;1629684;1630174;1630202;1630271
0022100609,BOS,3.0,201143;202683;203471;203935;1626196;1627759;1627823;1628369;1628981;1629057;1629641;1629684;1630174;1630271;1630573
0022100595,BOS,24.0,201143;202683;203471;203935;1626196;1627759;1627823;1628369;1628981;1629057;1629641;1629684;1630174;1630573
0022100578,BOS,-3.0,201143;202683;203471;203935;203953;1626196;1627759;1627823;1628369;1628981;1629057;1629641;1629684;1630174;1630573
0022100570,BOS,-2.0,201143;202683;203471;203935;203953;1626196;1627759;1627823;1628369;1628981;1629057;1629641;1629684;1630174;1630573
0022100546,BOS,5.0,201143;202329;203471;203658;203935;203953;1626196;1627759;1627823;1628981;1629684;1630202;1630573
0022100529,BOS,15.0,2207;201143;202329;203658;203935;203953;1626196;1627759;1627823;1629057;1629641;1629684;1630202;1630271;1630573
0022100518,BOS,-9.0,2207;201143;202329;203658;203953;1626196;1627759;1627823;1629057;1629641;1629684;1630202;1630271;1630573
0022100503,BOS,-5.0,2207;201143;202329;203658;203953;1627759;1627823;1629057;1629641;1629684;1630202;1630271;1630573
0022100489,BOS,-4.0,2207;202329;203658;203935;203953;1627759;1627823;1628369;1629057;1629641;1630202;1630271
0022100471,BOS,10.0,2207;101139;202683;203471;203935;1627759;1628369;1628382;1628981;1629057;1629641;1630174;1630202
0022100457,BOS,-5.0,101139;202683;203471;203935;1627759;1628369;1628382;1628981;1629057;1629641;1630174;1630202
0022100445,BOS,7.0,202683;203935;1626196;1627759;1628369;1628382;1628981;1629057;1629641;1630174;1630202
0022100435,BOS,-4.0,202683;203935;1626196;1627759;1628369;1628981;1629057;1629641;1630174;1630202;1630271
0022100408,BOS,14.0,201143;202683;203471;203935;203953;1627759;1627823;1628369;1629057;1629641;1629684;1630174;1630202;1630271;1630573
0022100390,BOS,-21.0,201143;202683;203471;203935;203953;1627823;1628369;1629057;1629641;1629684;1630174;1630202
0022100378,BOS,-3.0,201143;202683;203471;203935;1626196;1627823;1628369;1629057;1629641;1629684;1630174;1630202
0022100365,BOS,-15.0,201143;202683;203471;203935;1626196;1627823;1628369;1629057;1629641;1629684;1630174;1630202
0022100347,BOS,28.0,202683;203471;203935;203953;1626196;1627823;1628369;1628981;1629057;1629684;1630174;1630202
0022100339,BOS,-7.0,201143;202683;203471;203935;203953;1626196;1627823;1628369;1628981;1629057;1629641;1629684;1630174;1630202
0022100322,BOS,1.0,201143;202683;203471;203935;203953;1626196;1627759;1627823;1628369;1628981;1629057;1629641;1629684;1630174;1630202
0022100302,BOS,12.0,201143;202683;203935;203953;1626196;1627759;1627823;1628369;1628981;1629641;1629684;1630174;1630202
0022100287,BOS,-8.0,201143;202683;203471;203935;203953;1627759;1627823;1628369;1628981;1629641;1629684;1630174;1630202
0022100270,BOS,-19.0,201143;202683;203471;203935;203953;1627759;1627823;1628369;1628981;1629641;1629684;1630174;1630202
0022100256,BOS,18.0,201143;202683;203471;203935;203953;1627759;1627823;1628369;1628981;1629057;1629641;1629684;1630174;1630202;1630573
0022100243,BOS,6.0,201143;202683;203471;203935;203953;1626196;1627823;1628369;1628981;1629641;1629684;1630174;1630202;1630271;1630573
0022100232,BOS,22.0,201143;202683;203471;203935;203953;1626196;1627823;1628369;1629641;1629684;1630174;1630202
0022100215,BOS,-11.0,201143;202683;203471;203935;203953;1626196;1627823;1628369;1628981;1629641;1629684;1630174;1630202;1630271
0022100199,BOS,6.0,201143;202683;203471;203935;203953;1626196;1627823;1628369;1628981;1629057;1629641;1629684;1630174;1630202
0022100190,BOS,-2.0,202683;203471;203935;203953;1627823;1628369;1628981;1629057;1629641;1629684;1630174;1630202
0022100175,BOS,9.0,201143;202683;203471;203935;203953;1626196;1627823;1628369;1629057;1629641;1629684;1630174;1630202
0022100160,BOS,16.0,201143;202683;203471;203935;203953;1626196;1627823;1628369;1628981;1629057;1629641;1629684;1630174;1630202
0022100136,BOS,-3.0,201143;202683;203471;203935;203953;1626196;1627823;1628369;1628981;1629057;1629641;1629684;1630174;1630202
0022100121,BOS,17.0,201143;202683;203471;203935;203953;1627759;1627823;1628369;1628981;1629057;1629641;1629684;1630174;1630202
0022100110,BOS,13.0,201143;202683;203471;203935;203953;1626196;1627759;1627823;1628369;1628981;1629057;1629641;1629684;1630174;1630202
0022100098,BOS,-14.0,201143;202683;203471;203935;203953;1626196;1627759;1627823;1628369;1628981;1629057;1629641;1629684;1630174;1630202
0022100078,BOS,-3.0,201143;202683;203471;203953;1626196;1627759;1627823;1628369;1629641;1629684;1630174;1630202
0022100056,BOS,-9.0,201143;202683;203471;203935;203953;1626196;1627759;1627823;1628369;1628981;1629057;1629684;1630174;1630202
0022100041,BOS,11.0,202683;203471;203935;203953;1626196;1627759;1627823;1628369;1628981;1629057;1629684;1630174;1630202
0022100037,BOS,10.0,201143;202683;203471;203935;203953;1626196;1627823;1628369;1628981;1629057;1629684;1630174;1630202
0022100020,BOS,-32.0,201143;202683;203471;203935;203953;1626196;1627759;1627823;1628369;1628981;1629057;1629641;1629684;1630174;1630202
0022100005,BOS,-4.0,202683;203471;203935;203953;1627759;1627823;1628369;1628981;1629057;1629641;1629684;1630174;1630202;1630271;1630573
